"puesto","empresa","nivel","area","fecha","detalle","fecha_scraping"
"RECEPCIONISTA","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 mes ","Ch/in Ch/out atención de huéspedes central telefonica manejo de dinero/trato con publico",2018-11-24 01:28:53
"DIBUJANTE AUTOCAD PARA METALURGICA CON EXPERIENCIA EN EL RUBRO","Importante empresa","Técnico / Especialista","Arte - Diseño - Comunicación","Hace 1 mes ","Dibujante autocad con experiencia en realizacion de planos ""METALURGICA"" Debe ser capaz de bajar planos a taller metalurgico prontos para fabricar con todo ...",2018-11-24 01:28:53
"ADMINISTRADOR LINUX *SENIOR* CON CONOCIMIENTOS EN BASE DE DATOS","GEOCOM URUGUAY","Analista","Tecnologías de la información","Hace 1 mes ","Buscamos una persona proactiva, orientada al cliente, con capacidad de trabajar bajo presión y con ganas de aprender y crecer en una empresa Uruguaya Líder ...",2018-11-24 01:28:53
"ENCARGADA PARA LAVADERO INDUSTRIAL, TURNO NOCHE  ","","Supervisor / Encargado","Producción","Hace 1 mes ","Lavadero Industrial busca encargado para turno nocturno, presentar curriculum en gral pallejas 2456 esq gral luna, de 8 a 16 Encargado",2018-11-24 01:28:53
"SUB ENCARGADO DEPOSITO","Amalia Bonica Bonica","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","Recepción de cargas: control y alta de stock Almacenamiento y orden de la mercadería Armado de pedidos diarios para abastecer al local, y para abastecer cl ...",2018-11-24 01:28:53
"CHOFER REMISE","EMPRESA DE REMISES","Peon","Servicios - Oficios","Hace 1 mes ","Servicio al cliente. Atención al cliente, manejo, higiene y cuidada del vehiculo.",2018-11-24 01:28:53
"ELECTRICISTA JR.","Importante empresa","Técnico / Especialista","Construcción - Arquitectura","Hace 1 mes ","Buscamos: Técnico electricista egresado de UTU. Serán competencias claves: capacidad de liderazgo, organización, proactividad y capacidad de trabajar en eq ...",2018-11-24 01:28:53
"VENDEDOR PARA MALDONADO","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Vender Asesoramiento de clientes.",2018-11-24 01:28:53
"VENTAS-CARNICERIA","","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","Cortador para Carnicería Inherentes al cargo",2018-11-24 01:28:53
"PERSONAS","Susanne","Otros","Llamados - Concursos","Hace 1 mes ","Entiendes de negocios? Te identificas con las ventas? Manejas redes sociales? Puedes invertir tiempo y dinero? Compartes con la familia y los amigos?  Pers ...",2018-11-24 01:28:53
"PERSONAS","Importante empresa","Otros","Llamados - Concursos","Hace 1 mes ","Sabías que puedes ganar hasta U$D2000 en 6 semanas vendiendo páginas web autogestionables?  Disponer de tiempo y dicción impecable.",2018-11-24 01:28:53
"CORTADOR AYUDANTE DE PIZZERIA CON CONOCIMIENTO DE ELABORACION EN HORNO A LEÑA","la barra","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","cortador de pizzeria  ,  pizzero auxiliar para viernes y sabados cortador pizzeria ,o pizzero auxiliar",2018-11-24 01:28:53
"AUXILIAR DE DEPOSITO","Abiler","Auxiliar","Logística - Distribución","Hace 1 mes ","Carga y descarga de mercadería, reposición de mercadería a sucursales, orden y limpieza de depósito Lunes a sábados, 44 horas semanales, 20 a 25 años, cicl ...",2018-11-24 01:28:53
"CADETE","Rodelu Carrasco","Auxiliar","Cadetería - Cobranzas","Hace 1 mes ","Cadete entre 18 y 20 años, sin experiencia, con moto y libreta de conducir.   Completa y absoluta responsabilidad. Es obligatorio tener libreta de conducir ...",2018-11-24 01:28:53
"CASTING DE MODELOS","EMPRESA ESTETICA","Otros","Marketing - Publicidad","Hace 1 mes ","Modelo capilar para cambio de Look Presentarse martes y miércoles de 14 a 17 hs en Wilson Ferreira Aldunate 1314 (Sin costo) Entre 15 y 35 años",2018-11-24 01:28:53
"ELECTROMECANICO","Grupo Pradis","Técnico / Especialista","Construcción - Arquitectura","Hace 1 mes ","Funciones: *Instalación eléctrica domiciliaria e instalaciones industriales de baja y media tensión (cableado, armado de tableros, automatismos, etc). *Ins ...",2018-11-24 01:28:53
"ESTETICISTAS - PELUQUEROS - BARBEROS -","PRIMER SHOPPING DE BELLEZA: ESPECIAL PARA EMPRENDEDORES","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","Formá parte del 1er shopping de belleza. Si sos: - Estilista - Barbero - Brushinista - Colorista - Cosmetóloga - Manícura - Podóloga - Depiladora Obtené  ...",2018-11-24 01:28:53
"VENDEDOR MAYORISTA SECTOR FERRETERÍAS Y BARRACAS","MAZARS","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","El cargo implica la realización de visitas a los comercios (ferreterías y barracas), tanto en Montevideo como Ciudad de la Costa, con el fin de ofrecer los ...",2018-11-24 01:28:53
"RESPONSABLE DE SEGURIDAD IT","ADVICE","Analista","Tecnologías de la información","Hace 1 mes ","Importante empresa de retail selecciona. Personas con formación terciaria en el área de Sistemas. Deberán contar con Certificaciones / especialización en  ...",2018-11-24 01:28:53
"CHOFER DE CAMIÓN","","Peon","Servicios - Oficios","Hace 1 mes ","Manejo de camión semi remolque, remolque y cisterna brindadno servicios contratados en Montevideo y Costa de Oro. Entorno de 35 años. Experiencia no menor  ...",2018-11-24 01:28:53
"FOTOGRAFIA Y FILMACIÒN","Audital Producciones","Peon","Servicios - Oficios","Hace 1 mes ","Audital Producciones: Selecciona Personal de ambos sexos con conocimientos como Dj,  Fotografia y/o Filmaciòn para Fiestas y Eventos. Los trabajos son Even ...",2018-11-24 01:28:53
"ASAP DEVELOPERS: DEVELOPER WEB OR MOBILE","ADVICE","Analista","Tecnologías de la información","Hace 1 mes ","ASAP Developers es una empresa en crecimiento que trabaja para clientes de Silicon Valley. Su misión es hacer realidad las ideas de sus clientes apasionada ...",2018-11-24 01:28:53
"MECÁNICO PARA RENTADORA DE AUTOS","Importante empresa","Técnico / Especialista","Producción","Hace 1 mes ","Encargado de taller mecánico, todo tipo de tareas Encargado de taller, mantenimientos, reparaciones en general.",2018-11-24 01:28:53
"JEFE DE OBRA ELÉCTRICA","Berkes","Jefe","Construcción - Arquitectura","Hace 1 mes ","Berkes es una empresa líder en el sector de la Construcción, Industria y Energía. Un pilar fundamental de la Organización, son los colaboradores que permit ...",2018-11-24 01:28:53
"PARRILLERO AYUDANTE DE COCINA","Importante empresa","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Conocimiento en la preparación y manipulación de alimentos. ·           Manejo de carnes, cortes y herramientas de trabajo. ·           Habilidad para co ...",2018-11-24 01:28:53
"MOZO","MARTA","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","atención al cliente atención al cliente",2018-11-24 01:28:53
"VENDEDOR/A O EMPRENDEDORES","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","SE BUSCAN PERSONAS QUE NECESITEN O QUIERAN UN INGRESO EXTRA Y SER SU PROPIO JEFE NO HAY LIMITE DE GANANCIA EL LIMITE LO PONES VOS CON TUS VENTAS PORCENTAJE ...",2018-11-24 01:28:53
"CADETE","BIGCITY SA","Auxiliar","Cadetería - Cobranzas","Hace 1 mes ","Se solicita cadete con moto para medio día y noche para farmacia  zona Atlántida y alrededores   Se solicita cadete con moto para medio día y noche para fa ...",2018-11-24 01:28:53
"VOLANTERO/AS","UPA.MOTOS auxilio","Auxiliar","Ventas - Comercial","Hace 1 mes ","Entregar volantes en puntos fijos predeterminados. Cuatro horas diarias. Chicas y chicos entre 18 y 22 años. Se valorará experiencia y buena presencia. Cic ...",2018-11-24 01:28:53
"DONEA PARA FARMACIA HOMEOPÁTICA","Importante empresa","Técnico / Especialista","Salud","Hace 1 mes ","Atención al publico, tareas administrativas, manejo de caja, mantener orden y limpieza del local. Puntualidad, responsabilidad, compañerismo, honestidad y  ...",2018-11-24 01:28:53
"ENCUESTADOR EN VÍA PUBLICA","Importante empresa","Auxiliar","Marketing - Publicidad","Hace 1 mes ","Realizar encuestas en vía publica para una importante empresa educativa. Realizar encuestas.",2018-11-24 01:28:53
"SANDWICHERA(O)","Importante empresa","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Empresa gastronómica,selecciona SANDWICHEROS,con experiencia 2 años en el puesto (comprobada) en CAFETERÌAS O RESTAURANTES (EXCLUYENTE) Edad 28 a 45 años S ...",2018-11-24 01:28:53
"AUXILIAR CONTABLE","Importante empresa","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","IMPORTANTE EMPRESA IMPORTADORA SELECCIONA: para Trabajar En Montevideo, Uruguay en zona cercana a Colón Cargo: Auxiliar Contable Requisitos: Dinámico, o ...",2018-11-24 01:28:53
"MOZO MIXTO","Importante empresa","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Empresa gastronómica se encuentra en la búsqueda de personal para el puesto de MOZO MIXTO,para su local ubicado en Punta Carretas y Buceo. Es imprescindibl ...",2018-11-24 01:28:53
"VENDEDOR VIAJERO","PALMITA S.A.","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Visitar nuestros clientes en el interior del pais, ofrecer nuestra amplia gama de productos importados y que distribuimos de otras importadoras. Vender, co ...",2018-11-24 01:28:53
"SYNGENTA: FINANCIAL ANALYST - SEEDS CUSTOMER MARKETING","ADVICE","Asistente","Administración - Secretariado","Hace 1 mes ","Syngenta is a world-leading agribusiness company committed to improve global food security. If you are interested in professional development, we have oppo ...",2018-11-24 01:28:53
"SYNGENTA: FINANCIAL ANALYSTS - PARTNER REWARDS","ADVICE","Asistente","Administración - Secretariado","Hace 1 mes ","Syngenta is a world-leading agribusiness company committed to improve global food security. If you are interested in professional development, we have oppo ...",2018-11-24 01:28:53
"SYNGENTA: FINANCIAL ANALYST - ROYALTIES","ADVICE","Asistente","Administración - Secretariado","Hace 1 mes ","Syngenta is a world-leading agribusiness company committed to improve global food security. If you are interested in professional development, we have oppo ...",2018-11-24 01:28:53
".VENDEDOR  - BARRACAS - FERRETERIAS - CONSTRUCTORAS - (NO EXCLUSIVO)","bolsamax","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","VENDEDOR NO EXCLUSIVO  Barracas - Ferreterias - Constructoras Montevideo y Ciudad de la Costa Potenciar la cartera de clientes de la empresa en rubro Barra ...",2018-11-24 01:28:53
"MOZA DE SALÓN","Parrillada Tintos y Rubias","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Atención al público, orden y limpieza del salón. Buena presencia, puntualidad, preparación del salón para el turno de trabajo, orden y limpieza del mismo,  ...",2018-11-24 01:28:53
"COCINERA","Importante Empresa","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Autoservice necesita cocinera para sección Rotiseria con experiencia. Autoservice necesita cocinera para sección Rotisería con experiencia.",2018-11-24 01:28:53
"GESTOR DE COBRANZA PARA CALL CENTER","Importante empresa","Auxiliar","Teleoperadores - Call Center","Hace 1 mes ","Estamos en la búsqueda de personas con experiencia en cobranzas que sean dinámicas, orientadas a resultados y con buen nivel de comunicación para incorpora ...",2018-11-24 01:28:53
"PAYROLL OPERATIONS ANALYST","ADVICE","Analista","Administración - Secretariado","Hace 1 mes ","Syngenta is a world-leading agribusiness company committed to improve global food security. If you are interested in professional development in the financ ...",2018-11-24 01:28:53
"CAJERA/O","Gadager","Auxiliar","Ventas - Comercial","Hace 1 mes ","Cajero con experiencia turno vespertino para supermercado",2018-11-24 01:28:53
"OPERARIO PRÁCTICO ELEVADORISTA PARA SUPLENCIA","Importante empresa","Auxiliar","Logística - Distribución","Hace 1 mes ","EN LA CIUDAD DE ROCHA - DEPARTAMENTO DE ROCHA. - Acondicionamiento y empaque de materiales. - Carga, descarga y acarreo de mercancías y materiales varios,  ...",2018-11-24 01:28:53
"MOZOS/AS, COCINEROS/AS, BARMAN Y BACHEROS","Ramona","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Ramona busca personal capacitado, con conocimiento y  buena actitud. Entregar curriculum en Ramona Pocitos Luis de la torre 701 Trabajo en equipo.",2018-11-24 01:28:53
"AUXILIAR EN VENTAS","","Auxiliar","Atención al cliente","Hace 1 mes ","Mayor de 25 años, excluyente, sexo masculino, flexibilidad horaria. Se desempeñará en todo lo inherente a la atención al público, armado o desarmado de vit ...",2018-11-24 01:28:53
"INGENIERO VIAL","AYC CONSTRUCTORA","Profesional","Construcción - Arquitectura","Hace 1 mes ","INGENIERO VIAL Experiancia comprobable de minimo 5 años en el rubro. Full Time - Posibilidad de viajar a todo el pais.",2018-11-24 01:28:53
"CHOFER PARA TAXI","TAXI 1600","Peon","Servicios - Oficios","Hace 1 mes ","Chofer de taxi Chofer de taxi",2018-11-24 01:28:53
"TÉCNICO EN PORTERO ELÉCTRICO","ilaut","Técnico / Especialista","Producción","Hace 1 mes ","BUSCAMOS IDÓNEO AYUDANTE TÉCNICO EN PORTEROS ELÉCTRICOS PARA INSTALACIONES PUNTUALES CON EXPERIENCIA PROBADA EN EL MEDIO , EXCELENTE REMUNERACIÓN Y MUY BUE ...",2018-11-24 01:28:53
"ASISTENTE DE IMPRESIÓN DIGITAL Y ATENCIÓN AL CLIENTE","  ","Asistente","Administración - Secretariado","Hace 1 mes ","- Recepcionar pedidos de clientes; - Brindar asesoramiento a clientes; - Realizar trabajos de diseño e impresión. La persona será responsable de otorgar un ...",2018-11-24 01:28:53
"CHOFER","Importante empresa","Peon","Servicios - Oficios","Hace 1 mes ","Traslado de personal Traslado depersonal",2018-11-24 01:28:53
"INTEGRADOR","INTERFAX LTDA","Técnico / Especialista","Tecnologías de la información","Hace 1 mes ","Asistencia y soporte técnico en instalaciones existentes. Asistencia técnica en montaje y puesta en funcionamiento de nuevas instalaciones. Sistemas análog ...",2018-11-24 01:28:53
"CHOFER","TRANSHOTEL","Medio Oficial","Producción","Hace 1 mes ","Chófer Profesional con experiencia comprobable,trabajo con contrato a termino por 30 días aproximadamente enviar curriculum  con foto. Montevideano/Punta d ...",2018-11-24 01:28:53
"DISEÑADOR - PROGRAMADOR WEB","Importante empresa","Asistente","Tecnologías de la información","Hace 1 mes ","Actualización de página web Manejo de PHP excluyente Freelance -",2018-11-24 01:28:53
"ANALISTA SEO","Importante empresa","Analista","Tecnologías de la información","Hace 1 mes ","Actividades centrales: •	Keyword Research SEO. •	Creación de informes SEO de demanda. •	Crear presentaciones de resultados y posicionamiento. Experiencia  ...",2018-11-24 01:28:53
"VENDEDOR/A MINIMERCADO DE 18HS A 00HS","","Auxiliar","Atención al cliente","Hace 1 mes ","Miércoles a Sábados de 18 a 00hs  Domingo de 9 a 15hs Días Libres: Lunes y Martes Tareas: Atención al público, reposición de mercadería y orden del local  ...",2018-11-24 01:28:53
"PEONES, 1/2 OFICIAL Y OFICIALES","Importante empresa","Técnico / Especialista","Construcción - Arquitectura","Hace 1 mes ","Se solicita peones,  1/2 oficial y oficiales electricista para obras en Montevideo. Realización de su tarea de acuerdo al cargo que ocupa",2018-11-24 01:28:53
"TELEFONISTA CON EXPERIENCIA.","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 mes ","Telefonista. Telefonista.",2018-11-24 01:28:53
"DOCENTE DE DERECHO","Importante empresa","Profesional","Legal","Hace 1 mes ","Centro de Capacitación PIRÁMIDE selecciona: Abogado con formación específica en las áreas de Derecho Penal, Derecho Constitucional y Derecho Procesal Pena ...",2018-11-24 01:28:53
"ELECTRICISTAS Y AYUDANTES CON CONOCIMIENTOS EN ELECTRICIDAD","--------------------","Técnico / Especialista","Construcción - Arquitectura","Hace 1 mes ","- Electricistas: * Poseer conocimientos básicos de electricidad - Ayudantes: * Brindar apoyo en las tareas del electricista Trabajo a realizar en Montevid ...",2018-11-24 01:28:53
"MÉDICO DE RADIO (A DOMICILIO)","Insignis Medical Group SRL","Profesional","Salud","Hace 1 mes ","Empresa de servicios médicos solicita: Médico para llamados de radio a domicilio de 8 a 20 hs. en Montevideo. Vehículo excluyente. Las inherentes a la func ...",2018-11-24 01:28:53
"VENDEDOR DE SERVICIOS PARA MONTEVIDEO","UPA.MOTOS auxilio","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","UPA.MOTOS necesita vendedor de plaza con experiencia comprobada en venta de servicios. Mayor de 25 años. Sexo masculino. Buena presencia. Se valorará que c ...",2018-11-24 01:28:53
