"empresa","area","n_puestos","jornada","detalles","subareas","requisitos","ID","fecha_pub","puesto","fecha_scraping","h_pub","dia_pub","barrio_ciudad","dpto"
"(Confidencial)","Atención al Cliente",1,"Completa","Buscamos personas apasionadas por la venta, con ganas de crecer y permanecer en la empresa.Si te gusta trabajar bajo objetivos y tenes vocación de servicio al cliente, sumate a nuestro equipo de trabajo.Se espera del cargo: Captar nuevos clientes, ya sea presencialmente o telefónicamente.Es importante que la persona cuente con capacidad de venta, buen manejo de herramientas informáticas, capacidad para trabajar en equipo, pro activo, que sea una agente de cambio para la organización, comunicación fluida.Se ofrece:Buen ambiente de trabajo, distendido, capacitación en cuanto a productos de venta y herramientas informáticasSueldo base, más comisiones y premios por llegar a la meta de cada mes.SE SOLICITA DETALLAR ASPIRACIÓN SALARIAL.","Atención al Cliente / Atención al Cliente
										Comercio – Mercadeo – Ventas / Análisis de Negocios
										Comercio – Mercadeo – Ventas / Comercial / Ventas
										Comercio – Mercadeo – Ventas / Desarrollo de Negocios
										Comercio – Mercadeo – Ventas / Ejecutivo de Cuentas
								","
					
						
							
							
							Conocimientos: 
							
								CRM (Customer Relationship Management)
										Atención al Cliente
										Atención de Postventa
										Venta - Consumo masivo
								Estudio Mínimo Necesario: Terciario Incompleto
							Edad: Desde 26 Hasta 50 Años
						

						
					
					
				","www.buscojobs.com.uy/ejecutivo-de-ventas-ID-171216",2019-07-31,"EJECUTIVO DE VENTAS",2019-08-08 01:48:07,"01:48:07","miercoles","montevideo","montevideo"
"Adecco","Venta de Servicios",NA,"Completa","Nos encontramos en búsqueda de un Ejecutivo de Ventas para reconocida empresa de acompañantes.Principales Responsabilidades:Visitará clientes de la actual cartera de clientes mayoristas y distribuidores y desarrollará nuevos potenciales clientes que surjan. Trabajará en Montevideo y será responsable de la venta del producto hasta que el mismo llegue al cliente.Generar nuevos clientes Requisitos:Experiencia en ventas, un perfil altamente comercial y con disposición horaria. Se valorará poseer cursos de ventas o estudios relacionados con el cargo. Se valorara contar con libreta de conducir.¡TRANSFORMÁ TU TALENTO EN EXPERIENCIA!APOSTÁ AL CAMBIO,  NOSOTROS APOSTAMOS POR VOSEl compromiso de Adecco, es promover y mantener la cultura del respeto e igualdad de oportunidades. No discriminamos en función del género, religión, etnia, nacionalidad, cultura, grupo social, discapacidad o enfermedad, orientación sexual, estado civil, edad u opinión política. Cuando elegimos el personal para un cliente, la decisión se basa única y exclusivamente en los méritos y capacidades de esa persona.","Comercio – Mercadeo – Ventas / Venta de Servicios
								","
					
						
							
							
							Conocimientos: 
							
								Automatización de la Fuerza de Ventas
								Estudio Mínimo Necesario: Secundaria Completa
						

						
					
					
				","www.buscojobs.com.uy/ejecutivo-de-ventas-ID-171424",2019-08-06,"Ejecutivo de Ventas",2019-08-08 01:48:07,"01:48:07","martes","montevideo","montevideo"
"Hertz Rent a Car","Comercial / Ventas",1,"Completa","Buscamos :• Persona que brinde atención y asesoramiento a empresas y visita a hoteles• Lograr las metas comerciales y alquiler de vehículos    Transmitir una imagen profesional. • Experiencia en el cargo• Manejo de paquete office.• Disponibilidad para cumplir horarios rotativos y fines de semana• Contar con licencia de conducir vigente• Actitud de servicio, iniciativa, orientación a resultados, organización  Muy buen manejo de las relaciones interpersonales.• Excelente InglesOfrecemos :Incorporación inmediata, posibilidades de crecimiento, clima laboralexcelente y fundamentalmente, que puedas disfrutar del trabajo.Si estas interesado en nuestra propuesta, enviar CV con remuneración mininapretendida","Comercio – Mercadeo – Ventas / Comercial / Ventas
										Comercio – Mercadeo – Ventas / Desarrollo de Negocios
										Comercio – Mercadeo – Ventas / Ejecutivo de Cuentas
										Comercio – Mercadeo – Ventas / Venta de Servicios
								","
					
						
							
							
							Conocimientos: 
							
								Coordinación de fuerza de ventas
										Venta a Empresas
								Estudio Mínimo Necesario: Secundaria Completa
							Edad: Desde 28 Hasta 45 Años
								Sexo: Masculino
						

						
					
					
				","www.buscojobs.com.uy/ejecutivo-de-ventas-para-marca-lider-internacional-ID-171395",2019-08-06,"Ejecutivo de ventas para  marca lider Internacional",2019-08-08 01:48:07,"01:48:07","martes","montevideo","montevideo"
"Consultora Choices","Comercial / Ventas",2,"Completa","¿Tenés un perfil 100 % comercial? ¡Te estamos buscando a vos!Seleccionamos para empresa multinacional, rubro  productos financieros ,empresa en proceso de expansión Ejecutivo/a 100% ComercialTareas a desarrollar:Ventas telefónicasVisita a ClientesConferencias.Requisitos:Estudios terciarios ,administracion ,comercio exterior ,marketing ,relaciones internacionales ,comunicación, Ejecutivo/a Comercial 1 = Experiencia en área comercial empresarial Inglés IntermedioEjecutivo/a Comercial 2 = Experiencia en área comercial de servicios financieros Excelente nivel de remuneración: $35.000 nominales + comisiones (se duplica o triplica el salario)La empresa ofrece capacitación, posibilidades reales de crecimiento y excelente ambiente laboral.","Comercio – Mercadeo – Ventas / Comercial / Ventas
										Teletrabajo – Call Center / Telemarketing
										Comercio – Mercadeo – Ventas / Venta de Servicios Financieros
								","
					
						
							
							
							Conocimientos: 
							
								Telemarketing
										Venta de servicios
										Venta de productos financieros
								Idiomas: 
							
							Inglés
								Portugués
							Estudio Mínimo Necesario: Terciario Incompleto
							Edad: Desde 24 Hasta 50 Años
						

						
					
					
				","www.buscojobs.com.uy/ejecutivoa-comercial-ID-171425",2019-08-07,"Ejecutivo/a Comercial",2019-08-08 01:48:07,"01:48:07","miercoles","montevideo","montevideo"
"(Confidencial)","Electricidad",NA,"Completa","La búsqueda se orienta a personas con formación específica en Electricidad Baja y Media Tensión en UTU.| Requisitos: Experiencia mínima de 5 años en obra civil realizando trabajos de baja y media tensión. Contar con disponibilidad para radicarse en el interior. | Principales tareas: Montaje de tableros, apoyo a producción en la obra para montaje de generadores y cableados, entre otras. Ofrecemos la oportunidad de integrarse a un proyecto de gran magnitud en Uruguay, trabajando con tecnología de última generación, gestionado por compañías de reconocido prestigio y trayectoria a nivel nacional e internacional.","Oficios – Servicios Varios / Electricidad
										Especializaciones / Electricidad
										Construcción – Arquitectura / Construcción
										Construcción – Arquitectura / Obras Civiles
								","
					
						
							
							
							Conocimientos: 
							
								Electricidad
								Estudio Mínimo Necesario: Secundaria Completa
						

						
					
					
				","www.buscojobs.com.uy/electricista-ID-170747",2019-07-16,"ELECTRICISTA",2019-08-08 01:48:07,"01:48:07","martes","uruguay","uruguay"
"(Confidencial)","Construcción",NA,"Completa","Orientamos la búsqueda a electricistas proactivos, comprometidos con el logro de los resultados, para trabajar en equipos de 2 personas.Requisitos EXCLUYENTES:- Estudios de electricidad o electrotecnia de UTU mínimo un año acreditado (o similar) - Carnet de salud vigenteSe valorara- Libreta de conducir Cat A y G.","Especializaciones / Construcción
										Especializaciones / Electricidad
										Especializaciones / Electrónica
										Especializaciones / Mecánica
								","
					
						
							
							
							Conocimientos: 
							
								Electricidad
										Electrotecnia
								Estudio Mínimo Necesario: Ciclo Básico Completo
							Edad: Desde 19 Hasta 45 Años
						

						
					
					
				","www.buscojobs.com.uy/electricista-ID-171102",2019-07-27,"Electricista",2019-08-08 01:48:07,"01:48:07","sabado","montevideo","montevideo"
"Consultora Eventuales","Automatismos",1,"Completa","Seleccionamos para Importante Industria MetalúrgicaElectricista Industrial La persona: Nuestra búsqueda se orienta a personas con formación en Electricidad Industrial, se valorará formación en hidráulica y neumática armado de automatismos clásico y PLC, relés, sensores, electroválvulas, sistemas hidráulicos y neumáticos. Que posean experiencia comprobable en cargos similares dentro de sector Industrial. Las tareas: Armado de tableros, instalación y puesta en marcha de variadores de frecuencia, instrumentos de control de temperatura, sistemas de detección, paradas de emergencia, conexionados de puesta a tierra. Mantenimiento general de planta, PLC, variadores de frecuencia y sensores de diferentes tipos. Turnos Rotativos Matutino 6 a 14h. Vespertino 13:45 a 21:45h.  Remuneración: $ 350 Valor Hora Nominal","Industria – Producción / Automatismos
										Industria – Producción / Mantenimiento Industrial
										Industria – Producción / Montaje Industrial
										Oficios – Servicios Varios / Electricidad
								","
					
						
							
							
							Conocimientos: 
							
								Electricidad
										Mantenimiento Industrial
								Estudio Mínimo Necesario: Secundaria Completa
							Edad: Desde 30 Hasta 60 Años
								Sexo: Masculino
						

						
					
					
				","www.buscojobs.com.uy/electricista-industrial-para-metalurgica-ID-170746",2019-07-16,"Electricista Industrial - Para Metalúrgica",2019-08-08 01:48:07,"01:48:07","martes","montevideo","montevideo"
"(Confidencial)","Electricidad",NA,"Completa","Buscamos Electromecánicos con disponibilidad para trabajar en el interior (la obra se extiende entre Montevideo y Paso de los Toros).| Requisitos: Electromecánico egresados de UTU, Don Bosco o similar. Se valorará conocimientos específicos de maquinaria vial. Experiencia mínima de 5 años trabajando con maquinaria pesada (retroexcavadoras, bulldozer, niveladoras, giratorias, camiones, trituradoras, equipos livianos: generadores, bombas de agua, planchita, entre otras) y en posiciones de similar responsabilidad.| Principales tareas: Detección de fallas y mantenimiento de equipos. Tareas generales de mantenimiento correctivo y predictivo. Ofrecemos la oportunidad de integrarse a un proyecto de gran magnitud en Uruguay, trabajando con tecnología de última generación, gestionado por compañías de reconocido prestigio y trayectoria a nivel nacional e internacional.","Oficios – Servicios Varios / Electricidad
										Oficios – Servicios Varios / Mecánica Pesada
										Especializaciones / Construcción
										Especializaciones / Electricidad
										Construcción – Arquitectura / Construcción
										Construcción – Arquitectura / Obras Civiles
										Construcción – Arquitectura / Personal de Obra
										Especializaciones / Mecánica
								","
					
						
							
							
							Conocimientos: 
							
								Electromecánica
								Estudio Mínimo Necesario: Secundaria Completa
						

						
					
					
				","www.buscojobs.com.uy/electromecanico-ID-170741",2019-07-16,"ELECTROMECÁNICO",2019-08-08 01:48:07,"01:48:07","martes","uruguay","uruguay"
"Consultora Eventuales","Transporte / Carga",1,"Completa","Seleccionamos para Empresa de Transporte en Barra de CarrascoElevadorista - Libreta HNuestra búsqueda se orienta a personas que cuenten con Libreta H vigente y que posean experiencia comprobable en manejo de Elevadores superior a dos años. Se valora experiencia en manejo dentro de depósitos y espacios reducidos.Excluyente Libreta HEl horario: Lunes a Viernes 9 a 13 y 14 a 18hs. Sábados 8 a 12hs. Remuneración: $ 25.000 Nominales","Distribución – Logística – Almacenamiento / Transporte / Carga
								","
					
						
							
							
							Conocimientos: 
							
								Logística y almacén
								Estudio Mínimo Necesario: Secundaria Incompleta
							Edad: Desde 20 Hasta 40 Años
								Sexo: Masculino
						

						
					
					
				","www.buscojobs.com.uy/elevadorista-libreta-h-ID-170938",2019-07-23,"ELEVADORISTA - LIBRETA H",2019-08-08 01:48:07,"01:48:07","martes","barra de carrasco","montevideo"
"(Confidencial)","Agricultura",NA,"Completa","Empleada doméstica para casa de Campo. Disponibilidad Horaria. Cocina básica. Buena disposición","Oficios – Servicios Varios / Agricultura
										Oficios – Servicios Varios / Limpieza
								","
					
						
							
							
							Conocimientos: 
							
								Limpieza en General
								Estudio Mínimo Necesario: Ciclo Básico Completo
						

						
					
					
				","www.buscojobs.com.uy/empleada-domestica-ID-171418",2019-08-06,"Empleada doméstica",2019-08-08 01:48:07,"01:48:07","martes","san carlos","maldonado"
"Compañía Cooperativa de Seguros SURCO","Seguros",3,"Completa","Buscamos:Personas íntegras, comprometidas, que disfruten de la interacción social orientada a la venta y con vocación de servicio. Acrediten perfil dinámico e influyente. Qué deseen incursionar en un proyecto laboral rentable con proyección de futuro e ingresos económicos destacados.Ofrecemos:?	Desarrollo de una carrera profesional ?	Coaching (técnicas de ventas y buenas prácticas comerciales) y capacitación permanente en productos : seguros de vida?	Soporte y seguimiento a la gestión de ventas?	Participación activa en un equipo de ventas ?	Desarrollo de negocio de cartera?	Ingreso fijo y variable (sistema de comisiones e incentivos)Requisitos:Formación secundaria o superior, favorabilidad clara para la venta, disponibilidad horaria para la actividad, responsabilidad y orientación a resultados. Contar con empresa unipersonal o capacidad de apertura.","Banca – Servicios Financieros / Seguros
								","
					
						
							
							
							Conocimientos: 
							
								Seguros
								Estudio Mínimo Necesario: Terciario Incompleto
							Edad: Desde 25 Hasta 55 Años
						

						
					
					
				","www.buscojobs.com.uy/emprendedores-comerciales-seguros-de-vida-ID-170565",2019-07-09,"Emprendedores Comerciales -Seguros de  Vida",2019-08-08 01:48:07,"01:48:07","martes","montevideo","montevideo"
"MTA","Arquitectura",1,"Completa","Empresa Constructora de Primer Nivel Selecciona Encargada de Compras con al menos 2 años de Experiencia.TAREAS A DESEMPEÑARSolicitar, recibir, estudiar y analizar cotizaciones. Control de solicitudes de materiales y servicios, Emisión y archivo de ordenes de compra, control de legajos para pagos entre otras tareas administrativas referentes al área.LA BÚSQUEDA, se orienta a personas con buena Capacidad de negociación, ordenadas y metódicas y con IniciativaSE OFRECE, integrar una empresa consolidada, con buen ambiente laboral y condiciones económicas acordes a la responsabilidad del cargo- Se garantiza absoluta reserva","Construcción – Arquitectura / Arquitectura
										Construcción – Arquitectura / Construcción
								","
					
						
							
							
							Conocimientos: 
							
								Gestión de Compras
										Auxiliar Contable
								Estudio Mínimo Necesario: Terciario Incompleto
							Edad: Desde 24 Hasta 50 Años
									Sexo: Femenino
						

						
					
					
				","www.buscojobs.com.uy/encargada-de-compras-ID-171409",2019-08-06,"Encargada de Compras",2019-08-08 01:48:07,"01:48:07","martes","montevideo","montevideo"
"HUMAN PHI","Gestión de Operaciones",NA,"Completa","Selecciona para importante Residencial de Adultos Mayores, ubicado en Montevideo:**Responsabilidades del cargoLa persona seleccionada será responsable de gestionar el personal del Residencial, supervisando las actividades que se llevan a cabo con la finalidad de brindar un servicio destacado por la calidad y el cuidado a los residentes.**Principales funcionesEntre las funciones se destacan el seguimiento constante al personal que atiende directamente a los residentes o se responsabilizan por el mantenimiento del Centro, procurando el correcto transcurso de los procesos de trabajo. Se mantendrá atenta a la dinámica que se configura a diario para poder realizar correcciones en las actividades. Se encargará de la distribución de labores, así como la coordinación de compra de insumos y otros servicios requeridos. Asimismo, tendrá contacto permanente con las familias y médicos en los procesos de seguimientos.Buscamos una persona responsable con capacidad de liderazgo y gestión, manteniendo una clara orientación al cliente y a la obtención de resultados eficaces. Requiere interés por orientar los servicios y actividades al bienestar de los adultos mayores y sus familias.*Régimen de trabajo de lunes a viernes de 10:00 a 18:00 horas y sábados de 10:00 a 14:00 horas.**Requisitos•	Experiencia comprobable en Gestión de personal de Residenciales.•	Serán valorados estudios de enfermería, cuidado de adultos mayores, gestión de personal, entre otros.•	Disponibilidad para trabajar de lunes a sábados.**Competencias•	Liderazgo.•	Autonomía.•	Dinamismo y Proactividad.•	Orientación al cliente.•	Orientación a resultados.•	Relacionamiento interpersonal.**La propuestaSe ofrece la oportunidad de incorporarse a una importante empresa que brinda la posibilidad de desempeñarse en un empleo estable, con un adecuado ambiente de trabajo.","Administración – Secretariado / Gestión de Operaciones
										Recursos Humanos / Administración de Personal
										Recursos Humanos / Organización Interna
										Salud / Enfermería
								","
					
						
							
							
							Conocimientos: 
							
								Gestión de Recursos
										Enfermería
										Administración de Personal
										Supervisión
								Estudio Mínimo Necesario: Secundaria Completa
							Edad: Desde 18 Hasta 65 Años
						

						
					
					
				","www.buscojobs.com.uy/encargada-para-residencial-de-adultos-ID-171469",2019-08-07,"Encargada para Residencial de Adultos",2019-08-08 01:48:07,"09:48:07","miercoles","montevideo","montevideo"
"(Confidencial)","Análisis de Negocios",2,"Completa","Importante empresa se encuentra en la búsqueda de encargadas para sus locales en Shoppings.ES REQUISITO TENER EXPERIENCIA EN EL PUESTO Y BUENAS REFERENCIAS COMPROBABLES. C.V. actualizado con foto, referencias y aspiraciones.","Comercio – Mercadeo – Ventas / Análisis de Negocios
										Comercio – Mercadeo – Ventas / Comercial / Ventas
										Comercio – Mercadeo – Ventas / Encargado de Local
										Comercio – Mercadeo – Ventas / Venta de Indumentaria
								","
					
						
							
							
							Conocimientos: 
							
								Coordinación de fuerza de ventas
										Atención al Cliente
										Encargado de Local
								Estudio Mínimo Necesario: Secundaria Completa
							Edad: Desde 22 Hasta 35 Años
						

						
					
					
				","www.buscojobs.com.uy/encargada-para-shopping-ID-171487",2019-08-07,"Encargada para Shopping",2019-08-08 01:48:07,"12:48:07","miercoles","montevideo","montevideo"
"Chic Parisien","Atención al Cliente",1,"Completa","Seleccionamos Encargada/o de local comercial en el Departamento de Montevideo. Orientamos nuestra búsqueda a personas dinámicas con gusto por la venta y la moda, con excelente habilidad para la dirección de equipos de trabajo.  Será responsable de la planificación, supervisión y cumplimiento de objetivos. Así como también la gestión integral de Local comercial. Se requiere contar con disponibilidad horaria. Se valorará experiencia en gestión de equipos de trabajo y ventas. Competencias requeridas: Liderazgo y excelente orientación al equipo de trabajo. Planificación y organización. Proactividad y dinamismo. Orientación de servicio de calidad al cliente y personal. Excelente presencia y comunicación. Experiencia en conducción de equipos.","Atención al Cliente / Atención al Cliente
										Comercio – Mercadeo – Ventas / Análisis de Negocios
								","
					
						
							
							
							Conocimientos: 
							
								Encargado de Local
								Estudio Mínimo Necesario: Secundaria Completa
							Edad: 18 Años
						

						
					
					
				","www.buscojobs.com.uy/encargadao-de-tienda-en-montevideo-ID-171457",2019-08-07,"Encargada/o de Tienda en MONTEVIDEO",2019-08-08 01:48:07,"01:48:07","miercoles","montevideo","montevideo"
"(Confidencial)","Atención al Cliente",6,"Completa","Encargadas-cajeras y vendedoras/es con experiencia en ventas en locales comerciales .Requisitos:*Contar con secundaria completa*Experiencia en atención al cliente*Disponibilidad horaria y poder trabajar durante los fines de semana.*Adjuntar foto y aspiraciones económicas al curriculum.*Shoppings de Montevideo y Canelones","Atención al Cliente / Atención al Cliente
										Comercio – Mercadeo – Ventas / Comercial / Ventas
										Distribución – Logística – Almacenamiento / Almacén / Depósito / Stock
										Diseño – Decoración / Escaparatismo
								","
					
						
							
							
							Conocimientos: 
							
								Caja y/o Facturación
										Venta de productos en general
										Venta al por Menor
										Atención al Cliente
										Atención de Postventa
										Stocks e inventarios de mercaderías
										Logística de ventas
										Escaparatismo
								Estudio Mínimo Necesario: Secundaria Completa
							Edad: Desde 20 Hasta 45 Años
									Sexo: Femenino
						

						
					
					
				","www.buscojobs.com.uy/encargadascajeras-y-vendedoras-para-locales-en-shoppings-ID-171133",2019-07-27,"ENCARGADAS/CAJERAS Y VENDEDORAS PARA LOCALES EN SHOPPINGS",2019-08-08 01:48:07,"01:48:07","sabado","montevideo","montevideo"
"TASCANI","Encargado de Local",1,"Completa","Buena presencia, excelente trato con el publico, experiencia en ventas, manejo de grupos y personal.Manejo de Excel y Word.","Comercio – Mercadeo – Ventas / Encargado de Local
								","
					
						
							
							
							Conocimientos: 
							
								Encargado de Local
								Estudio Mínimo Necesario: Secundaria Completa
							Edad: Desde 22 Hasta 26 Años
								Sexo: Masculino
						

						
					
					
				","www.buscojobs.com.uy/encargado-ID-170988",2019-07-24,"Encargado",2019-08-08 01:48:07,"01:48:07","miercoles","montevideo","montevideo"
"RSM","Administración de Empresas",1,"Completa","Orientamos nuestra búsqueda a personas con formación en administración o contabilidad para desarrollar las siguientes tareas: •	Altas y bajas de empleados.•	Liquidación y pago de haberes al personal.•	Registración contable: ingresos, compras, pagos.•	Conciliaciones (bancarias, proveedores, deudores).•	Gestión deudores.•	Cierres contables mensuales.•	Emisión de reportes mensuales para consejo de administración.•	Otras tareas administrativas.Se valorará experiencia en administración de hoteles, edificios.Contrato a término por 6 meses.","Administración – Secretariado / Administración de Empresas
										Administración – Secretariado / Administración Contable y Financiera
								","
					
						
							
							
							Conocimientos: 
							
								Administración
								Estudio Mínimo Necesario: Terciario Incompleto
							Edad: Desde 30 Hasta 35 Años
						

						
					
					
				","www.buscojobs.com.uy/encargado-de-administracion-punta-del-este-ID-171498",2019-08-07,"ENCARGADO DE ADMINISTRACIÓN - PUNTA DEL ESTE",2019-08-08 01:48:07,"15:48:07","miercoles","punta del este","maldonado"
"(Confidencial)","Administración Contable y Financiera",1,"Completa","Funciones:1)	Gestión y coordinación personal a cargo área administración/contable.2)	Supervisión y apoyo en armado conciliaciones bancarias.3)	Cash Flow proyectado y control diario bancos.4)	Armado de Balance e Informes de resultados mensual para directorio.5)	Liquidaciones Sueldos, manejo nómina BPS y emisión factura.6)	Reportes e información a solicitud Directorio.7)	Liquidación de impuestos mensuales y solicitud de crédito DGI ( DJ 2176/ 1146/ 2181/ 2217/2218).8)	Reporta directamente a Directorio.9) Preferentemente conocimientos programa NODUMHabilidades requeridas:1)	Compromiso, responsabilidad.2)	 Habilidad independencia en resolución de problemas.3)	Gusto por los desafíos.4)	Correcto relacionamiento interpersonal.5)	Liderazgo.","Administración – Secretariado / Administración Contable y Financiera
								","
					
						
							
							
							Conocimientos: 
							
								Administración Contable y Financiera
										Administración de Empresas
								Idiomas: 
							
							Inglés
							Estudio Mínimo Necesario: Terciario Completo
							Edad: Desde 30 Hasta 50 Años
						

						
					
					
				","www.buscojobs.com.uy/encargado-de-administracion-y-contabilidad-ID-170738",2019-07-16,"Encargado de Administracion y Contabilidad",2019-08-08 01:48:07,"01:48:07","martes","montevideo","montevideo"
"Advice","Comunicación Institucional",NA,"Completa","Buscamos:Egresados de la Licenciatura en Comunicación o similar, con experiencia de al menos dos años en cargos de similar responsabilidad. Se requieren conocimientos de marketing digital y gestión de redes. Se valorarán conocimientos de idioma inglés.Disponibilidad para desempeñar el cargo en régimen part time y asistir eventualmente a las actividades de fin de semanaObjetivos de la posición:Estará a cargo del desarrollo, ejecución y gestión del plan de comunicación externa de la institución: página web y las distintas redes sociales. Deberá desarrollar y gestionar la comunicación interna de la institución, realizando el seguimiento y ejecución de la identidad visual, manteniendo relación en forma permanente con los distintos equipos de trabajo. Será responsable de gestionar la comunicación institucional priorizando alcanzar los objetivos establecidos en el manual de identidad del colegio, así como los que se le establezcan desde el equipo de dirección.","Arte – Cultura – Comunicación / Comunicación Institucional
								","
					
						
							
							
							Conocimientos: 
							
								Marketing directo
										Ciencias de la Comunicación
								Estudio Mínimo Necesario: Terciario Completo
						

						
					
					
				","www.buscojobs.com.uy/encargado-de-comunicacion-part-time-ID-171499",2019-08-07,"Encargado de Comunicación - Part Time",2019-08-08 01:48:07,"16:48:07","miercoles","montevideo","montevideo"
"Possum Gestion de Capital Humano","Supervisión de Equipos",1,"Completa","Necesitamos incorporar   para una empresa importadora de repuestos, accesorios automotores y herramientas   un  Encargado de deposito La posiciónDeberá liderar el equipo de trabajo asignado al sector de logística que gestiona las operaciones de recepción de insumos/productos, almacenaje, preparación de pedidos y su acondicionamiento, expedición de pedidos. Asegurar la exactitud del inventarios.Creación y seguimiento de indicadores relevantes de la operativa Evaluación de los procesos en búsqueda de la mejora continuaPerfilConocimiento de herramientas de informática avanzadas.Conocimientos en gestión de Logística y gestión de depósitos/warehousingCon 3 a 5 años de experiencia en cargo similarBachillerato completo finalizado Competencias RequeridasPersona rigurosa, orientada a los resultados.Capacidad para planificar, organizar y controlarCapacidad para trabajar en Equipo.Liderazgo de equipos operacionales en LogísticaComunicación EficienteDisponibilidad para trabajar de lunes a sábados.Se ofrece una sueldo acorde a las responsabilidades.","Comercio – Mercadeo – Ventas / Supervisión de Equipos
										Distribución – Logística – Almacenamiento / Distribución / Logística / Abastecimiento
								","
					
						
							
							
							Conocimientos: 
							
								Logística y almacén
										Distribución, logística, depósito.
								Estudio Mínimo Necesario: Terciario Incompleto
						

						
					
					
				","www.buscojobs.com.uy/encargado-de-deposito-ID-170602",2019-07-09,"ENCARGADO DE DEPOSITO",2019-08-08 01:48:07,"01:48:07","martes","montevideo","montevideo"
"Adecco","Distribución / Logística / Abastecimiento",NA,"Completa","Principales Responsabilidades: •	Responsable de toda la operativa del depósito, llevando adelante el vínculo entre fabricación, el depósito y armado de producto final•	Recepción de proveedores •	Control y conteo de materiales •	Control de Stock del Deposito •	Orden del Deposito •	Verificación de códigos de barras •	Ingreso de materiales al depósito a través del sistema •	Recepción de mercadería por importación •	Consolidación de pedidos, control y armado de los mismos.•	Evaluación de materiales de los pedidos y solicitud faltantes en fabrica•	Tareas administrativas inherentes al área (Remitos de entrada y salida de mercadería)(manual o en el sistema)•	Control  y gestión de documentación (Stickers, señas)•	Coordinación de reparto, con el cliente y el armador•	Logística de transporte •	Reporte a la Gerencia generalRequisitos: •	Educación secundaria terminada•	Formación técnica UTU Deseable •	Experiencia previa en tareas afines •	Manejo de Herramientas Office  •	Experiencia en manejo de Autoelevador•	Libreta H¡TRANSFORMÁ TU TALENTO EN EXPERIENCIA!APOSTÁ AL CAMBIO, NOSOTROS APOSTAMOS POR VOSEl compromiso de Adecco, es promover y mantener la cultura del respeto e igualdad de oportunidades. No discriminamos en función del género, religión, etnia, nacionalidad, cultura, grupo social, discapacidad o enfermedad, orientación sexual, estado civil, edad u opinión política. Cuando elegimos el personal para un cliente, la decisión se basa única y exclusivamente en los méritos y capacidades de esa persona.","Distribución – Logística – Almacenamiento / Distribución / Logística / Abastecimiento
								","
					
						
							
							
							Conocimientos: 
							
								Distribución, logística, depósito.
								Estudio Mínimo Necesario: Terciario Completo
						

						
					
					
				","www.buscojobs.com.uy/encargado-de-deposito-ID-170754",2019-07-16,"Encargado de Deposito",2019-08-08 01:48:07,"01:48:07","martes","montevideo","montevideo"
"(Confidencial)","Almacén / Depósito / Stock",NA,"Completa","Empresa líder en rubro solicita una persona con formación en el rubro de logística con una experiencia mínima de 5 años en el rubro con capacidad resolutiva siendo imprescindible ser productivo y dinámico, con buena capacidad de manejo y relacionamiento con personal.Sus actividades y responsabilidades serán:Recepción y clasificación de mercadería (recepción física, control de recibimiento y de calidad, emisión de recibos de entrega, ingreso al sistema de la empresa).Planificación de mercaderías a importar para evitar quiebres de stock. Dicha planificación implica la interacción con las áreas comerciales y operativas de la empresa con el fin de definir las necesidades futuras, manejo de stocks mínimos, puntos de pedido, etc.El puesto abarca las tareas hasta la generación de pedidos de importación que se entregan al área de comercio exterior de la empresa.En esta actividad es esencial mantener informadas a las restantes áreas de la empresa en cuanto a la evolución de stocks y generación de alertas.Preparación de pedidos y administración de envíos a sucursales.Anticipación de necesidades especiales en épocas de zafra.Recuentos e inventarios mensuales.Manejo de programa especifico para stock (es imprescindible que la persona centralice todo las actividades del stock y actualización del mismo en el software de la empresa).Reuniones mensuales con los diferentes gerentes y encargados de la empresa para evaluar las políticas de stock de la empresa como también las necesidades futuras.","Distribución – Logística – Almacenamiento / Almacén / Depósito / Stock
										Distribución – Logística – Almacenamiento / Distribución / Logística / Abastecimiento
								","
					
						
							
							
							Conocimientos: 
							
								Logística y almacén
										Distribución, logística, depósito.
								Estudio Mínimo Necesario: Secundaria Completa
						

						
					
					
				","www.buscojobs.com.uy/encargado-de-deposito-y-logistica-ID-170917",2019-07-23,"Encargado de depósito y logística",2019-08-08 01:48:07,"01:48:07","martes","montevideo","montevideo"
